STATISTIC Label,Year,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,695.59
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,802.47
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,849.46
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,610.0
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,704.61
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,771.09
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,686.36
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,697.5
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,784.84
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,628.11
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,772.3
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,602.5
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,1183.24
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,972.92
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,927.65
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,872.11
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,1218.66
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,1299.46
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,1354.19
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,1405.75
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,938.25
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,591.8
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,626.09
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,446.11
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,428.99
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,458.14
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,422.95
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,710.73
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,767.66
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,598.17
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,449.39
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,423.98
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,497.53
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1112.49
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1491.45
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1150.56
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,966.3
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1224.67
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1157.27
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1440.42
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1126.48
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1044.9
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1017.46
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,985.02
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1212.14
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1362.16
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1306.16
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1232.86
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1234.26
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1077.32
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1168.53
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1092.37
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1161.82
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1146.43
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1121.51
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1145.14
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1054.57
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1060.1
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1217.7
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1059.17
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1013.34
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1010.36
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,910.02
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1080.37
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1070.29
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1005.11
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1096.68
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1023.75
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,988.48
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1108.35
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1107.41
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1024.59
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1120.56
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1179.73
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1297.83
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1181.31
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1208.6
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Dublin,Euro,1115.43
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,717.64
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,777.24
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,500.98
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,564.74
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,505.46
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,847.94
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,680.06
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,604.53
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,507.47
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,685.07
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,725.48
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,779.44
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,745.86
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,754.75
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,489.31
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,759.34
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,477.84
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,556.95
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,480.83
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,540.71
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,471.24
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,592.05
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,610.73
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,563.84
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,635.63
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,535.75
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,545.6
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,830.54
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,737.7
RTB Average Monthly Rent Report,2019,All bedrooms,All Property Types,Rest of Country,Euro,878.8
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,873.28
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,910.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,907.25
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,839.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,671.15
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,707.82
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,578.61
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,594.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,686.62
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,585.58
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,568.87
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,735.44
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,800.34
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,763.98
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,773.55
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,850.56
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,558.74
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,845.6
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,815.06
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,812.44
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1128.28
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1274.77
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1262.58
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1320.96
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,916.71
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,695.2
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1388.03
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1050.36
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1357.24
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1170.66
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1191.41
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1106.43
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,881.41
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,794.48
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,852.92
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,991.64
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,959.92
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1092.24
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1326.71
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,788.07
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,881.25
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1205.67
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,853.81
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1270.73
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,832.82
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,930.06
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1049.15
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,754.29
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,761.21
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1123.32
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,929.85
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1177.67
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1399.35
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,711.84
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1026.22
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1196.73
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,829.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,593.58
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,590.42
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,574.47
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,564.03
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,528.41
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,477.15
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,651.52
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,519.02
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,530.15
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1740.62
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1374.05
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2133.34
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2216.89
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2556.09
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1612.91
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1993.63
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2479.12
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1902.19
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2336.14
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1628.5
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1678.34
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1504.09
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2054.31
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1860.47
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2655.83
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1846.25
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1542.07
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1429.82
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1621.21
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2183.48
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1790.45
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1509.1
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1982.67
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1551.43
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1650.77
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1849.5
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1735.38
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2138.96
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1603.16
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2166.85
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2072.26
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2473.67
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2857.7
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2410.99
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1784.15
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1742.33
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1823.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1792.04
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1684.15
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1531.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1729.13
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1577.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1786.48
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1467.64
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1754.98
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1691.68
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2224.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2419.98
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2074.37
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1995.56
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1987.16
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2149.06
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1943.32
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2266.86
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1682.26
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1635.54
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1812.29
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1732.26
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1633.02
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2381.88
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1670.21
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2053.3
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1781.85
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1548.11
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1410.93
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1868.17
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1851.25
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1685.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2044.69
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1895.67
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1498.06
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1833.52
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1355.43
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1582.37
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1519.64
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1173.41
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1740.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1581.09
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1640.25
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1613.9
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1612.18
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1517.4
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1868.76
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1589.48
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1471.38
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1545.81
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1593.15
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1631.08
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1510.17
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1712.2
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1575.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1559.79
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1769.07
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1668.64
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1371.56
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1416.85
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1411.37
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1483.67
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1470.42
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1464.58
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1651.82
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1518.97
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1679.84
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1608.39
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1679.13
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1711.13
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1578.86
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1752.02
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1643.33
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1933.49
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1687.76
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1557.25
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2047.57
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2128.3
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2264.96
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2266.51
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1985.03
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2436.84
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2008.73
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1598.5
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1725.06
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1542.44
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1623.11
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1799.5
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1561.43
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1637.2
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1538.07
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1406.77
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1468.11
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1551.49
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1517.02
